month,precip,basin
2000-05-31,144.56402730196714,Canal del Dique
2000-06-30,93.68326923251152,Canal del Dique
2000-07-31,141.42996244877577,Canal del Dique
2000-08-31,131.58412820100784,Canal del Dique
2000-09-30,128.39219550788403,Canal del Dique
2000-10-31,164.2456150650978,Canal del Dique
2000-11-30,89.47801068425179,Canal del Dique
2000-12-31,39.736391849815845,Canal del Dique
2001-01-31,7.389071688055992,Canal del Dique
2001-02-28,1.0838106870651245,Canal del Dique
2001-03-31,15.024323493242264,Canal del Dique
2001-04-30,50.98517833650112,Canal del Dique
2001-05-31,90.57676958292723,Canal del Dique
2001-06-30,59.75973213464022,Canal del Dique
2001-07-31,118.79326459765434,Canal del Dique
2001-08-31,100.59223437309265,Canal del Dique
2001-09-30,150.08279317617416,Canal del Dique
2001-10-31,185.58247269690037,Canal del Dique
2001-11-30,99.86701258644462,Canal del Dique
2001-12-31,66.73025228083134,Canal del Dique
2002-01-31,2.0905550718307495,Canal del Dique
2002-02-28,0.16482504457235336,Canal del Dique
2002-03-31,11.062289714813232,Canal del Dique
2002-04-30,64.50269541144371,Canal del Dique
2002-05-31,101.69286328554153,Canal del Dique
2002-06-30,99.78394626826048,Canal del Dique
2002-07-31,92.79629678279161,Canal del Dique
2002-08-31,100.83901518583298,Canal del Dique
2002-09-30,178.95559638738632,Canal del Dique
2002-10-31,139.58753246441483,Canal del Dique
2002-11-30,53.02426917850971,Canal del Dique
2002-12-31,20.085842609405518,Canal del Dique
2003-01-31,0.0,Canal del Dique
2003-02-28,2.9683420807123184,Canal del Dique
2003-03-31,11.643861830234528,Canal del Dique
2003-04-30,127.59891919791698,Canal del Dique
2003-05-31,81.61442726105452,Canal del Dique
2003-06-30,154.1572200357914,Canal del Dique
2003-07-31,125.64182242751122,Canal del Dique
2003-08-31,139.1596840620041,Canal del Dique
2003-09-30,134.81450229138136,Canal del Dique
2003-10-31,224.1431360244751,Canal del Dique
2003-11-30,147.54327954351902,Canal del Dique
2003-12-31,123.94092170149088,Canal del Dique
2004-01-31,6.651004508137703,Canal del Dique
2004-02-29,2.3324794746004045,Canal del Dique
2004-03-31,1.604500338435173,Canal del Dique
2004-04-30,64.42281560972333,Canal del Dique
2004-05-31,154.63549078255892,Canal del Dique
2004-06-30,85.82903879880905,Canal del Dique
2004-07-31,149.82737597823143,Canal del Dique
2004-08-31,153.98977737128735,Canal del Dique
2004-09-30,140.33659613132477,Canal del Dique
2004-10-31,185.8355466723442,Canal del Dique
2004-11-30,157.15343189239502,Canal del Dique
2004-12-31,13.005019843578339,Canal del Dique
2005-01-31,10.681577898561954,Canal del Dique
2005-02-28,0.1372465342283249,Canal del Dique
2005-03-31,13.008518099784851,Canal del Dique
2005-04-30,63.397964000701904,Canal del Dique
2005-05-31,152.81785437464714,Canal del Dique
2005-06-30,165.5622302889824,Canal del Dique
2005-07-31,109.31717669963837,Canal del Dique
2005-08-31,150.64244636893272,Canal del Dique
2005-09-30,150.8858734369278,Canal del Dique
2005-10-31,216.69631730020046,Canal del Dique
2005-11-30,145.78608772158623,Canal del Dique
2005-12-31,13.021500319242477,Canal del Dique
2006-01-31,16.1182610578835,Canal del Dique
2006-02-28,5.128527611494064,Canal del Dique
2006-03-31,17.85782877728343,Canal del Dique
2006-04-30,93.64877401292324,Canal del Dique
2006-05-31,204.472786039114,Canal del Dique
2006-06-30,140.4191843867302,Canal del Dique
2006-07-31,113.37377310171723,Canal del Dique
2006-08-31,134.05844812095165,Canal del Dique
2006-09-30,127.1820458471775,Canal del Dique
2006-10-31,168.9802626669407,Canal del Dique
2006-11-30,128.61680113524199,Canal del Dique
2006-12-31,27.04739861190319,Canal del Dique
2007-01-31,0.0,Canal del Dique
2007-02-28,2.553871713578701,Canal del Dique
2007-03-31,21.275957107543945,Canal del Dique
2007-04-30,135.19804629683495,Canal del Dique
2007-05-31,202.25965404510498,Canal del Dique
2007-06-30,96.7122607678175,Canal del Dique
2007-07-31,159.09357446432114,Canal del Dique
2007-08-31,236.22672003507614,Canal del Dique
2007-09-30,133.51437398791313,Canal del Dique
2007-10-31,243.49520611763,Canal del Dique
2007-11-30,92.44492921978235,Canal del Dique
2007-12-31,27.407142147421837,Canal del Dique
2008-01-31,5.126792624592781,Canal del Dique
2008-02-29,3.097964271903038,Canal del Dique
2008-03-31,18.507046842947602,Canal del Dique
2008-04-30,63.550378473475575,Canal del Dique
2008-05-31,113.06438438594341,Canal del Dique
2008-06-30,141.88801503181458,Canal del Dique
2008-07-31,139.36021199822426,Canal del Dique
2008-08-31,178.88526925444603,Canal del Dique
2008-09-30,223.64538177847862,Canal del Dique
2008-10-31,210.81079079210758,Canal del Dique
2008-11-30,211.12877810001373,Canal del Dique
2008-12-31,11.011258102953434,Canal del Dique
2009-01-31,8.651992797851562,Canal del Dique
2009-02-28,3.688321568071842,Canal del Dique
2009-03-31,16.40388633310795,Canal del Dique
2009-04-30,46.074262380599976,Canal del Dique
2009-05-31,139.8202669918537,Canal del Dique
2009-06-30,120.7064708173275,Canal del Dique
2009-07-31,59.72918000817299,Canal del Dique
2009-08-31,172.07164578139782,Canal del Dique
2009-09-30,124.56157138198614,Canal del Dique
2009-10-31,137.55498261749744,Canal del Dique
2009-11-30,103.27032452821732,Canal del Dique
2009-12-31,23.020858108997345,Canal del Dique
2010-01-31,5.497672468423843,Canal del Dique
2010-02-28,3.0278141275048256,Canal del Dique
2010-03-31,32.14529645256698,Canal del Dique
2010-04-30,76.83341708779335,Canal del Dique
2010-05-31,116.70641233026981,Canal del Dique
2010-06-30,195.44454461336136,Canal del Dique
2010-07-31,208.6864703297615,Canal del Dique
2010-08-31,202.40861167013645,Canal del Dique
2010-09-30,196.69389724731445,Canal del Dique
2010-10-31,250.04821380972862,Canal del Dique
2010-11-30,266.94372949004173,Canal del Dique
2010-12-31,85.05431526899338,Canal del Dique
2011-01-31,7.671943441033363,Canal del Dique
2011-02-28,7.788509204983711,Canal del Dique
2011-03-31,33.4629575163126,Canal del Dique
2011-04-30,58.82031528651714,Canal del Dique
2011-05-31,122.40451734140515,Canal del Dique
2011-06-30,126.40728601813316,Canal del Dique
2011-07-31,179.6218272447586,Canal del Dique
2011-08-31,168.25244471430779,Canal del Dique
2011-09-30,161.35645985603333,Canal del Dique
2011-10-31,333.0285457074642,Canal del Dique
2011-11-30,248.22032761573792,Canal del Dique
2011-12-31,69.59831303730607,Canal del Dique
2012-01-31,2.9196767397224903,Canal del Dique
2012-02-29,1.7957596331834793,Canal del Dique
2012-03-31,10.245051249861717,Canal del Dique
2012-04-30,102.17088335007429,Canal del Dique
2012-05-31,127.01778887212276,Canal del Dique
2012-06-30,84.4177959933877,Canal del Dique
2012-07-31,76.26508072018623,Canal del Dique
2012-08-31,186.25180111825466,Canal del Dique
2012-09-30,155.12911793589592,Canal del Dique
2012-10-31,146.00635382533073,Canal del Dique
2012-11-30,104.64741033315659,Canal del Dique
2012-12-31,26.415447264909744,Canal del Dique
2013-01-31,0.3451384976506233,Canal del Dique
2013-02-28,3.5945816300809383,Canal del Dique
2013-03-31,23.78101279400289,Canal del Dique
2013-04-30,69.9496501982212,Canal del Dique
2013-05-31,154.0423127412796,Canal del Dique
2013-06-30,120.19714510440826,Canal del Dique
2013-07-31,89.41642341017723,Canal del Dique
2013-08-31,197.7052705064416,Canal del Dique
2013-09-30,197.06078466773033,Canal del Dique
2013-10-31,185.99299839138985,Canal del Dique
2013-11-30,69.02472910284996,Canal del Dique
2013-12-31,18.31933803856373,Canal del Dique
2014-01-31,7.222011089324951,Canal del Dique
2014-02-28,1.747675634920597,Canal del Dique
2014-03-31,6.3504152819514275,Canal del Dique
2014-04-30,63.95207357406616,Canal del Dique
2014-05-31,81.29517202079296,Canal del Dique
2014-06-30,71.94353112578392,Canal del Dique
2014-07-31,70.36069291085005,Canal del Dique
2014-08-31,119.14239084720612,Canal del Dique
2014-09-30,217.99160611629486,Canal del Dique
2014-10-31,206.30299954116344,Canal del Dique
2014-11-30,116.76089161634445,Canal del Dique
2014-12-31,50.280395802110434,Canal del Dique
2015-01-31,6.5710243582725525,Canal del Dique
2015-02-28,1.807361587882042,Canal del Dique
2015-03-31,8.096103742718697,Canal del Dique
2015-04-30,25.894550919532776,Canal del Dique
2015-05-31,38.07872139662504,Canal del Dique
2015-06-30,44.215400852262974,Canal del Dique
2015-07-31,41.93396730720997,Canal del Dique
2015-08-31,113.16066265106201,Canal del Dique
2015-09-30,130.2186877131462,Canal del Dique
2015-10-31,105.105225533247,Canal del Dique
2015-11-30,117.91459418088198,Canal del Dique
2015-12-31,12.650037407875061,Canal del Dique
2016-01-31,1.8707319796085358,Canal del Dique
2016-02-29,0.9700580462813377,Canal del Dique
2016-03-31,1.4846265316009521,Canal del Dique
2016-04-30,44.38199904561043,Canal del Dique
2016-05-31,120.15320536494255,Canal del Dique
2016-06-30,94.1629747748375,Canal del Dique
2016-07-31,113.45629367977381,Canal del Dique
2016-08-31,144.75406008958817,Canal del Dique
2016-09-30,147.6490013897419,Canal del Dique
2016-10-31,325.5172139406204,Canal del Dique
2016-11-30,203.6428204625845,Canal del Dique
2016-12-31,34.659608617424965,Canal del Dique
2017-01-31,6.239021301269531,Canal del Dique
2017-02-28,4.596452236175537,Canal del Dique
2017-03-31,24.792991146445274,Canal del Dique
2017-04-30,70.53588776290417,Canal del Dique
2017-05-31,215.76300782710314,Canal del Dique
2017-06-30,115.57704462483525,Canal del Dique
2017-07-31,147.45194879174232,Canal del Dique
2017-08-31,148.30810441076756,Canal del Dique
2017-09-30,162.9209683984518,Canal del Dique
2017-10-31,132.41516663879156,Canal del Dique
2017-11-30,140.0523380190134,Canal del Dique
2017-12-31,25.0402851998806,Canal del Dique
2018-01-31,31.707790575921535,Canal del Dique
2018-02-28,0.42090484499931335,Canal del Dique
2018-03-31,4.19448903016746,Canal del Dique
2018-04-30,107.73601561784744,Canal del Dique
2018-05-31,150.7259738445282,Canal del Dique
2018-06-30,99.80966651812196,Canal del Dique
2018-07-31,79.11913038790226,Canal del Dique
2018-08-31,120.63974756374955,Canal del Dique
2018-09-30,160.3844184949994,Canal del Dique
2018-10-31,203.2962105870247,Canal del Dique
2018-11-30,94.09629765897989,Canal del Dique
2018-12-31,5.0930220708251,Canal del Dique
2019-01-31,5.307653516530991,Canal del Dique
2019-02-28,2.8545119613409042,Canal del Dique
2019-03-31,4.189733628183603,Canal del Dique
2019-04-30,64.9648671373725,Canal del Dique
2019-05-31,144.89804490283132,Canal del Dique
2019-06-30,82.4171371459961,Canal del Dique
2019-07-31,83.27293834462762,Canal del Dique
2019-08-31,132.377702370286,Canal del Dique
2019-09-30,168.3775178194046,Canal del Dique
2019-10-31,192.44232958555222,Canal del Dique
2019-11-30,80.09259117394686,Canal del Dique
2019-12-31,19.96210005134344,Canal del Dique
2020-01-31,3.2180911153554916,Canal del Dique
2020-02-29,0.30197012424468994,Canal del Dique
2020-03-31,0.8429653644561768,Canal del Dique
2020-04-30,51.793389501050115,Canal del Dique
2020-05-31,94.63294167816639,Canal del Dique
2020-06-30,120.91443902254105,Canal del Dique
2020-07-31,175.24408646672964,Canal del Dique
2020-08-31,202.97261828184128,Canal del Dique
2020-09-30,169.71191096305847,Canal del Dique
2020-10-31,203.81782047031447,Canal del Dique
2020-11-30,200.35172659158707,Canal del Dique
2020-12-31,23.221963934600353,Canal del Dique
2021-01-31,6.918098418042064,Canal del Dique
