month,basin,pet
1988-09-01,Caribe,125.1314285714286
1988-10-01,Caribe,119.65142857142855
1988-11-01,Caribe,105.55142857142856
1988-12-01,Caribe,123.29428571428572
1989-01-01,Caribe,137.83714285714282
1989-02-01,Caribe,147.22285714285712
1989-03-01,Caribe,147.0
1989-04-01,Caribe,163.87714285714284
1989-05-01,Caribe,129.58285714285716
1989-06-01,Caribe,122.75142857142856
1989-07-01,Caribe,127.72571428571428
1989-08-01,Caribe,134.82285714285717
1989-09-01,Caribe,123.85142857142856
1989-10-01,Caribe,121.80000000000004
1989-11-01,Caribe,107.7257142857143
1989-12-01,Caribe,124.14571428571428
1990-01-01,Caribe,143.0514285714286
1990-02-01,Caribe,134.80857142857144
1990-03-01,Caribe,167.23142857142858
1990-04-01,Caribe,154.95428571428573
1990-05-01,Caribe,139.93142857142857
1990-06-01,Caribe,134.75428571428571
1990-07-01,Caribe,137.58857142857144
1990-08-01,Caribe,147.58
1990-09-01,Caribe,137.9
1990-10-01,Caribe,112.05428571428573
1990-11-01,Caribe,105.06285714285714
1990-12-01,Caribe,127.10571428571431
1991-01-01,Caribe,139.7457142857143
1991-02-01,Caribe,139.19714285714286
1991-03-01,Caribe,158.17142857142858
1991-04-01,Caribe,145.0457142857143
1991-05-01,Caribe,126.53142857142856
1991-06-01,Caribe,121.6
1991-07-01,Caribe,141.77999999999997
1991-08-01,Caribe,146.18000000000004
1991-09-01,Caribe,135.38857142857145
1991-10-01,Caribe,130.74
1991-11-01,Caribe,115.63714285714286
1991-12-01,Caribe,130.30000000000004
1992-01-01,Caribe,129.10857142857142
1992-02-01,Caribe,133.81714285714287
1992-03-01,Caribe,164.04000000000002
1992-04-01,Caribe,141.42571428571426
1992-05-01,Caribe,135.42571428571432
1992-06-01,Caribe,130.66857142857145
1992-07-01,Caribe,132.9457142857143
1992-08-01,Caribe,136.84857142857146
1992-09-01,Caribe,127.34857142857142
1992-10-01,Caribe,118.76857142857142
1992-11-01,Caribe,119.32285714285716
1992-12-01,Caribe,129.66285714285718
1993-01-01,Caribe,121.58571428571427
1993-02-01,Caribe,138.53428571428572
1993-03-01,Caribe,145.68285714285713
1993-04-01,Caribe,131.67999999999998
1993-05-01,Caribe,120.67428571428572
1993-06-01,Caribe,132.82285714285717
1993-07-01,Caribe,144.69714285714284
1993-08-01,Caribe,146.10571428571427
1993-09-01,Caribe,125.45714285714286
1993-10-01,Caribe,125.2
1993-11-01,Caribe,117.95428571428572
1993-12-01,Caribe,127.45714285714288
1994-01-01,Caribe,140.64285714285714
1994-02-01,Caribe,137.58285714285714
1994-03-01,Caribe,149.68857142857144
1994-04-01,Caribe,147.19714285714284
1994-05-01,Caribe,138.4714285714286
1994-06-01,Caribe,137.9742857142857
1994-07-01,Caribe,147.27428571428572
1994-08-01,Caribe,138.08857142857144
1994-09-01,Caribe,140.3857142857143
1994-10-01,Caribe,128.73714285714289
1994-11-01,Caribe,112.31428571428572
1994-12-01,Caribe,133.44000000000003
1995-01-01,Caribe,152.74571428571429
1995-02-01,Caribe,150.3857142857143
1995-03-01,Caribe,165.07428571428576
1995-04-01,Caribe,148.2
1995-05-01,Caribe,132.88285714285715
1995-06-01,Caribe,131.26571428571432
1995-07-01,Caribe,133.88571428571427
1995-08-01,Caribe,133.64571428571423
1995-09-01,Caribe,139.95142857142858
1995-10-01,Caribe,114.91142857142856
1995-11-01,Caribe,114.76
1995-12-01,Caribe,116.80571428571427
1996-01-01,Caribe,127.48285714285718
1996-02-01,Caribe,132.88857142857142
1996-03-01,Caribe,154.32000000000002
1996-04-01,Caribe,161.37714285714287
1996-05-01,Caribe,130.74285714285716
1996-06-01,Caribe,128.30571428571432
1996-07-01,Caribe,133.84857142857146
1996-08-01,Caribe,143.65714285714284
1996-09-01,Caribe,130.69142857142856
1996-10-01,Caribe,127.46571428571428
1996-11-01,Caribe,115.54857142857142
1996-12-01,Caribe,131.69714285714284
1997-01-01,Caribe,142.04000000000002
1997-02-01,Caribe,142.29714285714286
1997-03-01,Caribe,171.83428571428576
1997-04-01,Caribe,149.22285714285712
1997-05-01,Caribe,164.79142857142855
1997-06-01,Caribe,136.62571428571428
1997-07-01,Caribe,171.95714285714288
1997-08-01,Caribe,192.9171428571429
1997-09-01,Caribe,148.44000000000003
1997-10-01,Caribe,130.4485714285714
1997-11-01,Caribe,118.80285714285716
1997-12-01,Caribe,141.49714285714285
1998-01-01,Caribe,149.27428571428572
1998-02-01,Caribe,142.42000000000004
1998-03-01,Caribe,173.80857142857147
1998-04-01,Caribe,150.3914285714286
1998-05-01,Caribe,131.40285714285716
1998-06-01,Caribe,135.1514285714286
1998-07-01,Caribe,138.35714285714283
1998-08-01,Caribe,145.51714285714286
1998-09-01,Caribe,136.68
1998-10-01,Caribe,117.84857142857142
1998-11-01,Caribe,117.12285714285714
1998-12-01,Caribe,114.57142857142858
1999-01-01,Caribe,133.42
1999-02-01,Caribe,127.04571428571428
1999-03-01,Caribe,157.39142857142858
1999-04-01,Caribe,150.99142857142863
1999-05-01,Caribe,137.07142857142858
1999-06-01,Caribe,128.26857142857142
1999-07-01,Caribe,144.82571428571433
1999-08-01,Caribe,134.33142857142855
1999-09-01,Caribe,127.25714285714284
1999-10-01,Caribe,114.97428571428571
1999-11-01,Caribe,114.05142857142856
1999-12-01,Caribe,111.49714285714288
2000-01-01,Caribe,126.29714285714284
2000-02-01,Caribe,135.38
2000-03-01,Caribe,156.7257142857143
2000-04-01,Caribe,147.99142857142857
2000-05-01,Caribe,137.1657142857143
2000-06-01,Caribe,136.51999999999998
2000-07-01,Caribe,143.96571428571428
2000-08-01,Caribe,152.61428571428573
2000-09-01,Caribe,131.06571428571428
2000-10-01,Caribe,123.8457142857143
2000-11-01,Caribe,122.47428571428571
2000-12-01,Caribe,120.32285714285712
2001-01-01,Caribe,134.31142857142856
2001-02-01,Caribe,148.16
2001-03-01,Caribe,142.6714285714286
2001-04-01,Caribe,157.52857142857144
2001-05-01,Caribe,137.20000000000002
2001-06-01,Caribe,145.43142857142857
2001-07-01,Caribe,141.72
2001-08-01,Caribe,154.87714285714287
2001-09-01,Caribe,136.0057142857143
2001-10-01,Caribe,127.34285714285714
2001-11-01,Caribe,112.29428571428572
2001-12-01,Caribe,110.96
2002-01-01,Caribe,138.37428571428575
2002-02-01,Caribe,142.16571428571427
2002-03-01,Caribe,166.5885714285714
2002-04-01,Caribe,161.18571428571428
2002-05-01,Caribe,165.27714285714288
2002-06-01,Caribe,145.96571428571426
2002-07-01,Caribe,151.4
2002-08-01,Caribe,159.55142857142863
2002-09-01,Caribe,137.9085714285714
2002-10-01,Caribe,134.09428571428575
2002-11-01,Caribe,132.6
2002-12-01,Caribe,148.33714285714285
2003-01-01,Caribe,156.3857142857143
2003-02-01,Caribe,150.83142857142855
2003-03-01,Caribe,170.39428571428576
2003-04-01,Caribe,141.27999999999997
2003-05-01,Caribe,136.90571428571428
2003-06-01,Caribe,125.5257142857143
2003-07-01,Caribe,139.2514285714286
2003-08-01,Caribe,141.40571428571428
2003-09-01,Caribe,133.65714285714284
2003-10-01,Caribe,123.74571428571429
2003-11-01,Caribe,112.42857142857144
2003-12-01,Caribe,118.91428571428573
2004-01-01,Caribe,147.43142857142857
2004-02-01,Caribe,150.37142857142854
2004-03-01,Caribe,180.01142857142858
2004-04-01,Caribe,143.9771428571429
2004-05-01,Caribe,132.18571428571428
2004-06-01,Caribe,140.13428571428574
2004-07-01,Caribe,134.28857142857143
2004-08-01,Caribe,143.9085714285714
2004-09-01,Caribe,131.0657142857143
2004-10-01,Caribe,122.59142857142857
2004-11-01,Caribe,116.88000000000002
2004-12-01,Caribe,141.4971428571429
2005-01-01,Caribe,147.7
2005-02-01,Caribe,149.21428571428572
2005-03-01,Caribe,152.48
2005-04-01,Caribe,142.2571428571429
2005-05-01,Caribe,130.50285714285715
2005-06-01,Caribe,128.95142857142855
2005-07-01,Caribe,140.8971428571429
2005-08-01,Caribe,139.32285714285717
2005-09-01,Caribe,138.68857142857144
2005-10-01,Caribe,127.38285714285712
2005-11-01,Caribe,107.24
2005-12-01,Caribe,131.7342857142857
2006-01-01,Caribe,141.65714285714287
2006-02-01,Caribe,145.28
2006-03-01,Caribe,159.4142857142857
2006-04-01,Caribe,146.03142857142856
2006-05-01,Caribe,135.98571428571432
2006-06-01,Caribe,130.68285714285713
2006-07-01,Caribe,135.91714285714286
2006-08-01,Caribe,147.7057142857143
2006-09-01,Caribe,141.54
2006-10-01,Caribe,126.05714285714286
2006-11-01,Caribe,113.55428571428573
2006-12-01,Caribe,124.8
2007-01-01,Caribe,145.76000000000005
2007-02-01,Caribe,150.25714285714287
2007-03-01,Caribe,163.69714285714286
2007-04-01,Caribe,132.0257142857143
2007-05-01,Caribe,120.34857142857142
2007-06-01,Caribe,138.6142857142857
2007-07-01,Caribe,137.67714285714283
2007-08-01,Caribe,130.8685714285714
2007-09-01,Caribe,131.86285714285714
2007-10-01,Caribe,116.47142857142858
2007-11-01,Caribe,117.06285714285714
2007-12-01,Caribe,124.64571428571428
2008-01-01,Caribe,150.59714285714287
2008-02-01,Caribe,140.97142857142856
2008-03-01,Caribe,161.28571428571428
2008-04-01,Caribe,155.74571428571429
2008-05-01,Caribe,130.6942857142857
2008-06-01,Caribe,129.91142857142856
2008-07-01,Caribe,128.07428571428574
2008-08-01,Caribe,136.19714285714284
2008-09-01,Caribe,134.81142857142856
2008-10-01,Caribe,124.10000000000002
2008-11-01,Caribe,103.24857142857144
2008-12-01,Caribe,141.56285714285715
2009-01-01,Caribe,146.54857142857142
2009-02-01,Caribe,148.37714285714284
2009-03-01,Caribe,165.19714285714284
2009-04-01,Caribe,172.1085714285714
2009-05-01,Caribe,137.5314285714286
2009-06-01,Caribe,129.2114285714286
2009-07-01,Caribe,144.3314285714286
2009-08-01,Caribe,145.36285714285714
2009-09-01,Caribe,143.7685714285714
2009-10-01,Caribe,125.99714285714288
2009-11-01,Caribe,122.54285714285716
2009-12-01,Caribe,137.76285714285714
2010-01-01,Caribe,151.68285714285716
2010-02-01,Caribe,135.15714285714287
2010-03-01,Caribe,146.08857142857144
2010-04-01,Caribe,143.95428571428573
2010-05-01,Caribe,141.63428571428574
2010-06-01,Caribe,125.48857142857145
2010-07-01,Caribe,126.16285714285716
2010-08-01,Caribe,129.66285714285715
2010-09-01,Caribe,131.64
2010-10-01,Caribe,124.19714285714288
2010-11-01,Caribe,102.04285714285714
2010-12-01,Caribe,107.68285714285716
2011-01-01,Caribe,133.97142857142856
2011-02-01,Caribe,140.51142857142858
2011-03-01,Caribe,150.42857142857142
2011-04-01,Caribe,140.20285714285717
2011-05-01,Caribe,142.28285714285713
2011-06-01,Caribe,128.20285714285714
2011-07-01,Caribe,129.48285714285717
2011-08-01,Caribe,139.66
2011-09-01,Caribe,135.50857142857143
2011-10-01,Caribe,112.89142857142856
2011-11-01,Caribe,106.59142857142858
2011-12-01,Caribe,118.96285714285716
2012-01-01,Caribe,142.8942857142857
2012-02-01,Caribe,145.74
2012-03-01,Caribe,163.16285714285718
2012-04-01,Caribe,129.20857142857145
2012-05-01,Caribe,138.82285714285712
2012-06-01,Caribe,143.90857142857143
2012-07-01,Caribe,150.47142857142856
2012-08-01,Caribe,142.88285714285715
2012-09-01,Caribe,146.73142857142855
2012-10-01,Caribe,122.18857142857144
2012-11-01,Caribe,127.85714285714286
2012-12-01,Caribe,135.03142857142856
2013-01-01,Caribe,154.74
2013-02-01,Caribe,141.79142857142855
2013-03-01,Caribe,145.5314285714286
2013-04-01,Caribe,155.57428571428574
2013-05-01,Caribe,147.88285714285712
2013-06-01,Caribe,135.21714285714287
2013-07-01,Caribe,145.77999999999997
2013-08-01,Caribe,137.98285714285714
2013-09-01,Caribe,137.9942857142857
2013-10-01,Caribe,128.26857142857145
2013-11-01,Caribe,122.07714285714287
2013-12-01,Caribe,135.46285714285713
2014-01-01,Caribe,140.81714285714287
2014-02-01,Caribe,140.92857142857142
2014-03-01,Caribe,156.92285714285717
2014-04-01,Caribe,155.09428571428572
2014-05-01,Caribe,156.06571428571428
2014-06-01,Caribe,147.41428571428574
2014-07-01,Caribe,179.48000000000002
2014-08-01,Caribe,154.2857142857143
2014-09-01,Caribe,134.92857142857142
2014-10-01,Caribe,125.16
2014-11-01,Caribe,123.29714285714287
2014-12-01,Caribe,127.22285714285717
2015-01-01,Caribe,142.7057142857143
2015-02-01,Caribe,139.2885714285714
2015-03-01,Caribe,160.56285714285713
2015-04-01,Caribe,153.39714285714288
2015-05-01,Caribe,162.3714285714286
2015-06-01,Caribe,164.44857142857146
2015-07-01,Caribe,164.7742857142857
2015-08-01,Caribe,156.96571428571426
2015-09-01,Caribe,147.92857142857147
2015-10-01,Caribe,137.12571428571428
2015-11-01,Caribe,116.9
2015-12-01,Caribe,137.17142857142858
2016-01-01,Caribe,140.72000000000003
2016-02-01,Caribe,144.2485714285714
2016-03-01,Caribe,167.92857142857144
2016-04-01,Caribe,153.33428571428573
2016-05-01,Caribe,143.23142857142858
2016-06-01,Caribe,139.06571428571428
2016-07-01,Caribe,139.1542857142857
2016-08-01,Caribe,156.17142857142858
2016-09-01,Caribe,139.17142857142858
2016-10-01,Caribe,120.45142857142858
2016-11-01,Caribe,109.54571428571428
2016-12-01,Caribe,128.39714285714285
2017-01-01,Caribe,143.29142857142858
2017-02-01,Caribe,143.70285714285714
2017-03-01,Caribe,153.10857142857145
2017-04-01,Caribe,158.51142857142858
2017-05-01,Caribe,140.20285714285714
2017-06-01,Caribe,133.2942857142857
2017-07-01,Caribe,143.33714285714285
2017-08-01,Caribe,144.14285714285714
2017-09-01,Caribe,141.91428571428574
2017-10-01,Caribe,137.33142857142855
2017-11-01,Caribe,122.77428571428572
2017-12-01,Caribe,139.25428571428574
2018-01-01,Caribe,128.0142857142857
2018-02-01,Caribe,154.58
2018-03-01,Caribe,163.87714285714284
2018-04-01,Caribe,148.3542857142857
2018-05-01,Caribe,131.0057142857143
2018-06-01,Caribe,137.3285714285714
2018-07-01,Caribe,156.00000000000003
2018-08-01,Caribe,164.05714285714285
2018-09-01,Caribe,143.57714285714286
2018-10-01,Caribe,134.5257142857143
2018-11-01,Caribe,129.9714285714286
2018-12-01,Caribe,155.4142857142857
2019-01-01,Caribe,150.96857142857144
2019-02-01,Caribe,148.8914285714286
2019-03-01,Caribe,164.76285714285714
2019-04-01,Caribe,159.15428571428572
2019-05-01,Caribe,140.5857142857143
2019-06-01,Caribe,146.33714285714285
2019-07-01,Caribe,165.70000000000002
2019-08-01,Caribe,163.98857142857148
2019-09-01,Caribe,150.62571428571428
2019-10-01,Caribe,127.2257142857143
2019-11-01,Caribe,132.92000000000002
2019-12-01,Caribe,136.35714285714286
2020-01-01,Caribe,151.54
2020-02-01,Caribe,152.34857142857143
2020-03-01,Caribe,181.5342857142857
2020-04-01,Caribe,165.72857142857146
2020-05-01,Caribe,154.84857142857146
2020-06-01,Caribe,141.84857142857143
2020-07-01,Caribe,136.37999999999997
2020-08-01,Caribe,137.50571428571428
2020-09-01,Caribe,140.25428571428574
2020-10-01,Caribe,130.06857142857143
2020-11-01,Caribe,111.63428571428572
2020-12-01,Caribe,133.42857142857142
2021-01-01,Caribe,148.82857142857145
2021-02-01,Caribe,147.3285714285714
2021-03-01,Caribe,172.3285714285714
2021-04-01,Caribe,140.8171428571429
2021-05-01,Caribe,155.96857142857144
2021-06-01,Caribe,127.64285714285714
2021-07-01,Caribe,146.0314285714286
2021-08-01,Caribe,138.09428571428572
2021-09-01,Caribe,137.2771428571429
2021-10-01,Caribe,127.00857142857144
2021-11-01,Caribe,124.05714285714288
2021-12-01,Caribe,136.45714285714288
2022-01-01,Caribe,146.53428571428574
2022-02-01,Caribe,145.46285714285713
2022-03-01,Caribe,156.19714285714286
2022-04-01,Caribe,137.55142857142857
2022-05-01,Caribe,136.86
2022-06-01,Caribe,123.21428571428572
2022-07-01,Caribe,137.91142857142856
2022-08-01,Caribe,139.13714285714286
2022-09-01,Caribe,137.2942857142857
2022-10-01,Caribe,131.34285714285716
2022-11-01,Caribe,108.78000000000002
2022-12-01,Caribe,147.22000000000003
2023-01-01,Caribe,146.70857142857142
2023-02-01,Caribe,150.91714285714286
2023-03-01,Caribe,157.46857142857144
2023-04-01,Caribe,158.51428571428573
2023-05-01,Caribe,159.96571428571428
2023-06-01,Caribe,147.10571428571427
2023-07-01,Caribe,155.84285714285716
2023-08-01,Caribe,162.34285714285716
2023-09-01,Caribe,154.16
2023-10-01,Caribe,132.73142857142855
2023-11-01,Caribe,121.93142857142858
2023-12-01,Caribe,148.64
2024-01-01,Caribe,158.69428571428574
2024-02-01,Caribe,140.54857142857145
2024-03-01,Caribe,169.56571428571428
2024-04-01,Caribe,160.19142857142862
2024-05-01,Caribe,140.07428571428574
2024-06-01,Caribe,130.40857142857146
2024-07-01,Caribe,146.7714285714286
2024-08-01,Caribe,148.54285714285714
2024-09-01,Caribe,144.69142857142853
2024-10-01,Caribe,135.95714285714286
2024-11-01,Caribe,109.62
2024-12-01,Caribe,128.7057142857143
2025-01-01,Caribe,134.09999999999997
2025-02-01,Caribe,132.98285714285717
2025-03-01,Caribe,154.35142857142856
2025-04-01,Caribe,155.92000000000002
2025-05-01,Caribe,143.38285714285715
2025-06-01,Caribe,136.9742857142857
2025-07-01,Caribe,153.55428571428573
2025-08-01,Caribe,153.84
2025-09-01,Caribe,142.59714285714287
2025-10-01,Caribe,124.94857142857144
2025-11-01,Caribe,125.37714285714286
2025-12-01,Caribe,132.9257142857143
2026-01-01,Caribe,139.7213206293369
2026-02-01,Caribe,139.13354362836395
2026-03-01,Caribe,158.5720775210779
2026-04-01,Caribe,150.07212520657933
2026-05-01,Caribe,141.05033874173628
2026-06-01,Caribe,136.35530961651088
1981-01-01,Mallorquin,146.0076923076923
1981-02-01,Mallorquin,142.51538461538462
1981-03-01,Mallorquin,152.46153846153848
1981-04-01,Mallorquin,140.1153846153846
1981-05-01,Mallorquin,127.76923076923076
1981-06-01,Mallorquin,124.60769230769232
1981-07-01,Mallorquin,143.1846153846154
1981-08-01,Mallorquin,144.35384615384618
1981-09-01,Mallorquin,141.16153846153847
1981-10-01,Mallorquin,126.57692307692308
1981-11-01,Mallorquin,115.02307692307694
1981-12-01,Mallorquin,120.24615384615387
1982-01-01,Mallorquin,131.06153846153845
1982-02-01,Mallorquin,139.64615384615385
1982-03-01,Mallorquin,167.7076923076923
1982-04-01,Mallorquin,137.66923076923078
1982-05-01,Mallorquin,135.8153846153846
1982-06-01,Mallorquin,139.16153846153847
1982-07-01,Mallorquin,153.6769230769231
1982-08-01,Mallorquin,164.93846153846155
1982-09-01,Mallorquin,144.19230769230768
1982-10-01,Mallorquin,124.2
1982-11-01,Mallorquin,129.74615384615385
1982-12-01,Mallorquin,146.68461538461537
1983-01-01,Mallorquin,140.2
1983-02-01,Mallorquin,134.22307692307697
1983-03-01,Mallorquin,146.93076923076927
1983-04-01,Mallorquin,150.85384615384618
1983-05-01,Mallorquin,153.04615384615386
1983-06-01,Mallorquin,137.8615384615385
1983-07-01,Mallorquin,147.66153846153847
1983-08-01,Mallorquin,148.49230769230772
1983-09-01,Mallorquin,134.16923076923075
1983-10-01,Mallorquin,126.49230769230772
1983-11-01,Mallorquin,119.56153846153846
1983-12-01,Mallorquin,119.6
1984-01-01,Mallorquin,131.58461538461535
1984-02-01,Mallorquin,121.73846153846154
1984-03-01,Mallorquin,160.13846153846154
1984-04-01,Mallorquin,148.5846153846154
1984-05-01,Mallorquin,149.70769230769233
1984-06-01,Mallorquin,126.85384615384616
1984-07-01,Mallorquin,129.72307692307692
1984-08-01,Mallorquin,133.42307692307693
1984-09-01,Mallorquin,133.6076923076923
1984-10-01,Mallorquin,116.94615384615383
1984-11-01,Mallorquin,109.81538461538464
1984-12-01,Mallorquin,148.96153846153845
1985-01-01,Mallorquin,141.7153846153846
1985-02-01,Mallorquin,149.98461538461538
1985-03-01,Mallorquin,168.64615384615385
1985-04-01,Mallorquin,155.93846153846155
1985-05-01,Mallorquin,133.33846153846156
1985-06-01,Mallorquin,127.89230769230768
1985-07-01,Mallorquin,136.66923076923078
1985-08-01,Mallorquin,136.71538461538464
1985-09-01,Mallorquin,133.77692307692308
1985-10-01,Mallorquin,119.83076923076923
1985-11-01,Mallorquin,120.74615384615387
1985-12-01,Mallorquin,123.27692307692308
1986-01-01,Mallorquin,141.05384615384617
1986-02-01,Mallorquin,136.01538461538462
1986-03-01,Mallorquin,165.37692307692308
1986-04-01,Mallorquin,136.20000000000002
1986-05-01,Mallorquin,140.34615384615384
1986-06-01,Mallorquin,138.23076923076923
1986-07-01,Mallorquin,159.86923076923074
1986-08-01,Mallorquin,158.0846153846154
1986-09-01,Mallorquin,140.16923076923078
1986-10-01,Mallorquin,115.46923076923076
1986-11-01,Mallorquin,126.4153846153846
1986-12-01,Mallorquin,134.74615384615385
1987-01-01,Mallorquin,142.21538461538464
1987-02-01,Mallorquin,140.76153846153846
1987-03-01,Mallorquin,155.75384615384615
1987-04-01,Mallorquin,141.57692307692307
1987-05-01,Mallorquin,134.73076923076923
1987-06-01,Mallorquin,142.91538461538462
1987-07-01,Mallorquin,137.5769230769231
1987-08-01,Mallorquin,150.77692307692308
1987-09-01,Mallorquin,138.86153846153846
1987-10-01,Mallorquin,123.4076923076923
1987-11-01,Mallorquin,126.20769230769233
1987-12-01,Mallorquin,132.03076923076924
1988-01-01,Mallorquin,144.95384615384617
1988-02-01,Mallorquin,145.13076923076926
1988-03-01,Mallorquin,178.9769230769231
1988-04-01,Mallorquin,149.26923076923077
1988-05-01,Mallorquin,141.14615384615385
1988-06-01,Mallorquin,118.6230769230769
1988-07-01,Mallorquin,136.06153846153848
1988-08-01,Mallorquin,122.49230769230772
1988-09-01,Mallorquin,129.69230769230768
1988-10-01,Mallorquin,123.69999999999996
1988-11-01,Mallorquin,108.2846153846154
1988-12-01,Mallorquin,130.0153846153846
1989-01-01,Mallorquin,144.46923076923076
1989-02-01,Mallorquin,148.55384615384617
1989-03-01,Mallorquin,153.63076923076926
1989-04-01,Mallorquin,165.26153846153846
1989-05-01,Mallorquin,135.80769230769232
1989-06-01,Mallorquin,130.69230769230768
1989-07-01,Mallorquin,134.06923076923073
1989-08-01,Mallorquin,140.76153846153846
1989-09-01,Mallorquin,128.6307692307692
1989-10-01,Mallorquin,127.3846153846154
1989-11-01,Mallorquin,111.29230769230767
1989-12-01,Mallorquin,128.27692307692308
1990-01-01,Mallorquin,148.20769230769233
1990-02-01,Mallorquin,140.16923076923078
1990-03-01,Mallorquin,169.9538461538462
1990-04-01,Mallorquin,156.0076923076923
1990-05-01,Mallorquin,147.40769230769232
1990-06-01,Mallorquin,142.77692307692308
1990-07-01,Mallorquin,144.54615384615386
1990-08-01,Mallorquin,155.1615384615385
1990-09-01,Mallorquin,143.7384615384615
1990-10-01,Mallorquin,115.93076923076924
1990-11-01,Mallorquin,109.43076923076924
1990-12-01,Mallorquin,132.2846153846154
1991-01-01,Mallorquin,144.0076923076923
1991-02-01,Mallorquin,141.30769230769232
1991-03-01,Mallorquin,160.48461538461544
1991-04-01,Mallorquin,148.66923076923078
1991-05-01,Mallorquin,130.72307692307692
1991-06-01,Mallorquin,125.4
1991-07-01,Mallorquin,148.3615384615385
1991-08-01,Mallorquin,152.91538461538465
1991-09-01,Mallorquin,140.50000000000003
1991-10-01,Mallorquin,134.1846153846154
1991-11-01,Mallorquin,121.53076923076924
1991-12-01,Mallorquin,138.40000000000003
1992-01-01,Mallorquin,133.79999999999998
1992-02-01,Mallorquin,137.5615384615385
1992-03-01,Mallorquin,165.03076923076924
1992-04-01,Mallorquin,142.96153846153845
1992-05-01,Mallorquin,140.75384615384613
1992-06-01,Mallorquin,133.23846153846154
1992-07-01,Mallorquin,138.81538461538463
1992-08-01,Mallorquin,143.84615384615384
1992-09-01,Mallorquin,132.60000000000002
1992-10-01,Mallorquin,124.15384615384616
1992-11-01,Mallorquin,123.19230769230772
1992-12-01,Mallorquin,134.57692307692307
1993-01-01,Mallorquin,125.7692307692308
1993-02-01,Mallorquin,140.9692307692308
1993-03-01,Mallorquin,149.23846153846154
1993-04-01,Mallorquin,135.53846153846155
1993-05-01,Mallorquin,124.06153846153846
1993-06-01,Mallorquin,140.27692307692308
1993-07-01,Mallorquin,152.33846153846153
1993-08-01,Mallorquin,152.2923076923077
1993-09-01,Mallorquin,130.7769230769231
1993-10-01,Mallorquin,129.87692307692308
1993-11-01,Mallorquin,121.97692307692309
1993-12-01,Mallorquin,134.04615384615383
1994-01-01,Mallorquin,144.63076923076926
1994-02-01,Mallorquin,141.2
1994-03-01,Mallorquin,154.83846153846153
1994-04-01,Mallorquin,150.15384615384616
1994-05-01,Mallorquin,142.8
1994-06-01,Mallorquin,146.62307692307692
1994-07-01,Mallorquin,153.55384615384617
1994-08-01,Mallorquin,143.55384615384617
1994-09-01,Mallorquin,147.1076923076923
1994-10-01,Mallorquin,131.36153846153846
1994-11-01,Mallorquin,115.77692307692308
1994-12-01,Mallorquin,137.05384615384617
1995-01-01,Mallorquin,155.91538461538465
1995-02-01,Mallorquin,151.16923076923078
1995-03-01,Mallorquin,167.55384615384617
1995-04-01,Mallorquin,153.83846153846156
1995-05-01,Mallorquin,138.16153846153847
1995-06-01,Mallorquin,135.00000000000003
1995-07-01,Mallorquin,137.6076923076923
1995-08-01,Mallorquin,136.2846153846154
1995-09-01,Mallorquin,144.44615384615386
1995-10-01,Mallorquin,120.0076923076923
1995-11-01,Mallorquin,120.00769230769232
1995-12-01,Mallorquin,122.01538461538463
1996-01-01,Mallorquin,134.67692307692306
1996-02-01,Mallorquin,138.34615384615384
1996-03-01,Mallorquin,157.8923076923077
1996-04-01,Mallorquin,164.56153846153848
1996-05-01,Mallorquin,136.53846153846155
1996-06-01,Mallorquin,134.8923076923077
1996-07-01,Mallorquin,138.9923076923077
1996-08-01,Mallorquin,148.77692307692308
1996-09-01,Mallorquin,136.2923076923077
1996-10-01,Mallorquin,132.87692307692308
1996-11-01,Mallorquin,120.4
1996-12-01,Mallorquin,138.62307692307692
1997-01-01,Mallorquin,145.80769230769232
1997-02-01,Mallorquin,148.14615384615382
1997-03-01,Mallorquin,173.7923076923077
1997-04-01,Mallorquin,150.64615384615382
1997-05-01,Mallorquin,167.30769230769235
1997-06-01,Mallorquin,143.06153846153848
1997-07-01,Mallorquin,173.27692307692308
1997-08-01,Mallorquin,192.54615384615389
1997-09-01,Mallorquin,151.6153846153846
1997-10-01,Mallorquin,134.1769230769231
1997-11-01,Mallorquin,123.37692307692306
1997-12-01,Mallorquin,145.19230769230768
1998-01-01,Mallorquin,147.81538461538463
1998-02-01,Mallorquin,142.21538461538464
1998-03-01,Mallorquin,170.19230769230774
1998-04-01,Mallorquin,154.22307692307692
1998-05-01,Mallorquin,134.13846153846157
1998-06-01,Mallorquin,139.33846153846153
1998-07-01,Mallorquin,143.9692307692308
1998-08-01,Mallorquin,150.0076923076923
1998-09-01,Mallorquin,140.2153846153846
1998-10-01,Mallorquin,121.8
1998-11-01,Mallorquin,120.93076923076924
1998-12-01,Mallorquin,119.94615384615388
1999-01-01,Mallorquin,139.15384615384616
1999-02-01,Mallorquin,132.23076923076923
1999-03-01,Mallorquin,161.39230769230772
1999-04-01,Mallorquin,154.57692307692307
1999-05-01,Mallorquin,143.36153846153846
1999-06-01,Mallorquin,135.0846153846154
1999-07-01,Mallorquin,152.50769230769234
1999-08-01,Mallorquin,139.7846153846154
1999-09-01,Mallorquin,131.54615384615383
1999-10-01,Mallorquin,117.93076923076926
1999-11-01,Mallorquin,118.4
1999-12-01,Mallorquin,118.77692307692308
2000-01-01,Mallorquin,132.43076923076924
2000-02-01,Mallorquin,140.95384615384617
2000-03-01,Mallorquin,160.85384615384615
