month,precip,basin,pet,hb,spei_1,spei_3,spei_6,spei_12
1994-01-01,3.5567777156829834,Mallorquin,144.63076923076926,-141.07399151508628,0.15213113116009214,-0.26798586094465143,-0.7650284965421956,-0.04387847560229987
1994-02-01,2.134187012910843,Mallorquin,141.2,-139.06581298708915,0.6178972801544046,-0.12499062392877863,-0.5995490822019023,-0.04252034931294133
1994-03-01,6.35017466545105,Mallorquin,154.83846153846153,-148.48828687301048,0.9307507619331418,0.7388285124574685,-1.0870890783694847,-0.06962544675483298
1994-04-01,11.272460490465164,Mallorquin,150.15384615384616,-138.881385663381,-0.5323416287584812,0.0011979282837637642,-0.26517934486408296,-0.21920420974130111
1994-05-01,96.75167262554169,Mallorquin,142.8,-46.048327374458324,-0.1529852400122159,-0.15034884895907888,-0.24312024265688073,-0.7248734764370612
1994-06-01,38.56435120105744,Mallorquin,146.62307692307692,-108.05872572201949,-1.5456874765605364,-1.0290115921814857,-0.8466631936173712,-1.0303200462481896
1994-07-01,41.389379262924194,Mallorquin,153.55384615384617,-112.16446689092197,-0.8798350304031141,-1.091168565210908,-0.9997111690170059,-1.2609278072940215
1994-08-01,80.08472013473511,Mallorquin,143.55384615384617,-63.46912601911106,-0.14747105400431215,-1.006884845123367,-0.8650739549722333,-1.1287784992081458
1994-09-01,70.49118438363075,Mallorquin,147.1076923076923,-76.61650792406155,-1.4502483833575284,-1.0022688674681262,-1.1700029648809835,-1.460101988104893
1994-10-01,79.61541795730591,Mallorquin,131.36153846153846,-51.74612050423255,-1.6942603749763665,-1.479860747622305,-1.44035600944568,-1.453882670931155
1994-11-01,124.41430115699768,Mallorquin,115.77692307692308,8.637378080074598,0.4342848279933303,-1.2835436523993047,-1.224541248985446,-1.1689534951774772
1994-12-01,4.728983879089356,Mallorquin,137.05384615384617,-132.3248622747568,-0.5372799597679473,-0.8138322150613362,-1.0653253620045278,-1.142690939717988
1995-01-01,0.8066151142120361,Mallorquin,155.91538461538465,-155.10876950117262,-1.783277947590229,-0.05842318737395343,-1.1104985972774595,-1.180454484633448
1995-02-01,0.0,Mallorquin,151.16923076923078,-151.16923076923078,-1.3352695667799297,-1.3574387275238495,-1.512968621604493,-1.2325463890944857
1995-03-01,3.964265584945679,Mallorquin,167.55384615384617,-163.5895805689005,-0.611873740012238,-1.532285504736992,-1.1356720413651762,-1.2921327930175908
1995-04-01,35.84311830997467,Mallorquin,153.83846153846156,-117.99534322848689,0.4334502003050194,-0.23748139002477162,-0.1470565183514986,-1.2259974572376844
1995-05-01,95.05129021406174,Mallorquin,138.16153846153847,-43.11024824747673,-0.08879196025274158,-0.007685271779512642,-0.561831667472008,-1.2658736039995406
1995-06-01,117.98872447013856,Mallorquin,135.00000000000003,-17.011275529861464,0.5353128586222302,0.2292592093815809,-0.059882477746532874,-0.9771925898821449
1995-07-01,190.8663351237774,Mallorquin,137.6076923076923,53.258642816085086,1.7778005338875333,1.1447938970110036,0.9986868820509168,-0.2960545029795932
1995-08-01,256.1099528670311,Mallorquin,136.2846153846154,119.8253374824157,2.0004698208198954,1.6725615159845995,1.5555901017148859,0.5175716534092065
1995-09-01,140.95854127407074,Mallorquin,144.44615384615386,-3.4876125720831226,0.1414676549286358,1.737111116716662,1.4571997428651233,0.7407444406931015
1995-10-01,160.94718605279922,Mallorquin,120.0076923076923,40.93949374510693,-0.02599312475481509,1.2173488119251783,1.309481988456235,1.1114268593160308
1995-11-01,59.252207070589066,Mallorquin,120.00769230769232,-60.75548523710326,-0.7042537816284516,-0.23829453395125985,0.9914873012649329,0.8064439117379644
1995-12-01,16.66113355755806,Mallorquin,122.01538461538463,-105.35425105782657,0.5000097644103129,-0.27125433996931547,0.9847009956710927,0.8377603907499693
1996-01-01,3.6915700435638423,Mallorquin,134.67692307692306,-130.98535303335922,1.1682138443865662,-0.30279860391863567,0.7117148908547944,0.8917798738147386
1996-02-01,2.678423374891281,Mallorquin,138.34615384615384,-135.66773047126256,0.9894827104262458,0.7205311251463568,-0.03971769947884755,0.9348681539302852
1996-03-01,4.82787635922432,Mallorquin,157.8923076923077,-153.06443133308338,0.4806189265004923,1.1095931230576594,-0.08150495853416002,0.9662362242038048
1996-04-01,18.523559868335724,Mallorquin,164.56153846153848,-146.03797859320275,-0.9428094136686194,-0.31516196154296117,-0.40588224158226743,0.9043717819614183
1996-05-01,132.53039449453354,Mallorquin,136.53846153846155,-4.008067043928008,0.7481997652008288,0.3366011831305051,0.657189505681657,1.0157306886153765
1996-06-01,93.89035432040691,Mallorquin,134.8923076923077,-41.00195337190078,0.09129589989111146,0.08517397304794323,0.33744866932226564,0.9909904629177932
1996-07-01,94.19833824038506,Mallorquin,138.9923076923077,-44.793969451922635,0.5941095196430081,0.5165938468507207,0.3907829444276705,0.7431828707619094
1996-08-01,88.37363469600677,Mallorquin,148.77692307692308,-60.40328838091631,-0.08564020010525043,0.22452442779532011,0.2157367280959247,0.0055957947862585655
1996-09-01,126.35626113414764,Mallorquin,136.2923076923077,-9.936046558160058,-0.0023423087701751693,0.1705665071151473,0.13891086543924455,-0.05390162367697018
1996-10-01,154.1760200560093,Mallorquin,132.87692307692308,21.299096979086215,-0.3757423571395737,-0.27109013049091796,0.11469703519391922,-0.14562031586040156
1996-11-01,124.3758625984192,Mallorquin,120.4,3.975862598419198,0.3781052006180739,0.08987018134030264,0.12343411130706192,0.22447075124490123
1996-12-01,8.174967050552368,Mallorquin,138.62307692307692,-130.44810987252455,-0.43602087428065783,-0.08415459636893935,0.0034802741690600084,0.10181653386879233
1997-01-01,1.623785376548767,Mallorquin,145.80769230769232,-144.18390693114355,-0.24598671409947714,0.04292748032413316,-0.13961750527175482,0.059529478215679006
1997-02-01,3.01247775554657,Mallorquin,148.14615384615382,-145.13367609060725,-0.24796265734628675,-0.5010775546731108,-0.10627050508098257,0.022544477291251502
1997-03-01,0.0,Mallorquin,173.7923076923077,-173.7923076923077,-1.533598425078585,-1.1448242245907865,-0.29782080631970753,-0.055094368495341065
1997-04-01,26.998158261179924,Mallorquin,150.64615384615382,-123.6479955849739,0.20661093815940873,-0.6201439620502518,-0.16765844110688252,0.03307352310016316
1997-05-01,28.973291791975495,Mallorquin,167.30769230769235,-138.33440051571685,-1.8775705489887828,-1.7372579574099554,-1.9602265438990325,-0.4462676286579129
1997-06-01,131.218606621027,Mallorquin,143.06153846153848,-11.842931840511483,0.6203779380636867,-0.8304139398985847,-1.002289295924267,-0.450403327555627
1997-07-01,18.90832790732384,Mallorquin,173.27692307692308,-154.36859516959925,-2.0225442086470906,-1.4269271422569652,-1.4303134873171401,-1.0409240229194785
1997-08-01,32.11172713339329,Mallorquin,192.54615384615389,-160.4344267127606,-2.484288864766264,-1.4676857771120566,-1.7878648818137433,-1.5210416407664429
1997-09-01,85.54147547483444,Mallorquin,151.6153846153846,-66.07390914055017,-1.2385443001905552,-2.1572477116928366,-1.7268037652734447,-1.599231227295452
1997-10-01,123.16605046391489,Mallorquin,134.1769230769231,-11.010872613008203,-0.9669189647668797,-1.843977517990779,-1.8120298096427876,-1.7379212302733442
1997-11-01,110.89127492904665,Mallorquin,123.37692307692306,-12.485648147876418,0.16048857698763572,-0.9189983934935066,-1.2981671094827099,-1.7103391318393977
1997-12-01,3.3667415976524357,Mallorquin,145.19230769230768,-141.82556609465524,-1.1681990864597869,-0.6958764547745471,-1.758034429262536,-1.6748373938692227
1998-01-01,0.3502394556999206,Mallorquin,147.81538461538463,-147.4651451596847,-0.6961650769836791,-0.3690675002392644,-1.623077186953588,-1.6716511881390956
1998-02-01,2.4498159885406494,Mallorquin,142.21538461538464,-139.765568626844,0.5318143999676403,-0.8821176679175173,-1.0965911351397046,-1.6522949891158978
1998-03-01,4.71499490737915,Mallorquin,170.19230769230774,-165.47731278492859,-0.7979133731881112,-0.5362865945169545,-0.8166970183127868,-1.616060911463332
1998-04-01,16.592455446720123,Mallorquin,154.22307692307692,-137.6306214763568,-0.4646117838174424,-0.6319315367265906,-0.5793610814179371,-1.698520993385924
1998-05-01,174.28262941539288,Mallorquin,134.13846153846157,40.144167876931306,1.5620390150495982,0.9202638750437675,0.4502692541594823,-0.9899254396953989
1998-06-01,102.57212844491004,Mallorquin,139.33846153846153,-36.766333093551495,0.17573948508705253,0.6998697605484039,0.5813056889579185,-1.2353528599896197
1998-07-01,78.83213657140732,Mallorquin,143.9692307692308,-65.13709419782347,0.21312630003825178,0.7434773567549685,0.5430079098364456,-0.9319600218324307
1998-08-01,88.69069030880928,Mallorquin,150.0076923076923,-61.31700199888303,-0.10395961246312459,0.09486023474560247,0.35305790907872475,-0.4672972677333969
1998-09-01,200.30205076932907,Mallorquin,140.2153846153846,60.08666615394446,1.3683526632163985,0.5285192334880694,0.6711025366398984,0.08412098849877121
1998-10-01,192.0506261587143,Mallorquin,121.8,70.2506261587143,0.45865662640109484,0.6586514781467577,0.772126316297137,0.4336583202966194
1998-11-01,116.04908150434494,Mallorquin,120.93076923076924,-4.881687726424303,0.2649305468025483,0.797398767929282,0.4761058850753788,0.4923860966265272
1998-12-01,78.37529814243317,Mallorquin,119.94615384615388,-41.57085570372071,1.4933498352029613,0.8102018453166033,0.7100413932524569,0.7629361005273457
1999-01-01,1.5547753274440763,Mallorquin,139.15384615384616,-137.59907082640208,0.5510104643660068,0.880190865076158,0.8048205704787568,0.7809701221735533
1999-02-01,4.005141258239746,Mallorquin,132.23076923076923,-128.22562797252948,1.5939805461612286,1.4837918827551255,1.0842835515867653,0.8143993543650613
1999-03-01,15.017434179782867,Mallorquin,161.39230769230772,-146.37487351252486,1.1252202287912096,1.3801728961462079,0.9692697897233378,0.8701844422509714
1999-04-01,36.23772612214088,Mallorquin,154.57692307692307,-118.33919695478218,0.4203444990487528,1.0700943355571402,1.0745258565283637,0.936251200503441
1999-05-01,70.279481112957,Mallorquin,143.36153846153846,-73.08205734858146,-0.7274903540137458,-0.22235432056659699,0.9873921761921256,0.6453701658305315
1999-06-01,144.4656836539507,Mallorquin,135.0846153846154,9.381068269335287,0.934309184268023,0.1857124318183058,0.5078600821912709,0.7781186064102334
1999-07-01,68.77299165725708,Mallorquin,152.50769230769234,-83.73470065043526,-0.1871506670030045,0.010072837988074134,0.26649640246482736,0.7758108141500536
1999-08-01,140.29836475849152,Mallorquin,139.7846153846154,0.5137493738761236,0.9179389059866615,0.703703008825057,0.4370864000493129,1.0163841841211187
1999-09-01,206.74697342514992,Mallorquin,131.54615384615383,75.20081957899609,1.600195184438126,0.902287053493619,0.7205738521124225,1.0075019019774156
1999-10-01,238.80645629763603,Mallorquin,117.93076923076926,120.87568706686677,1.1525003032511656,1.4288690839880427,0.9405993792221966,1.2253290565633037
1999-11-01,243.1802172660828,Mallorquin,118.4,124.78021726608279,1.352570815594743,1.5437127697647812,1.2623794168622064,1.4006106909237386
1999-12-01,59.07271027565002,Mallorquin,118.77692307692308,-59.704212801273066,1.3021725135737072,1.4612190735732724,1.334275596249905,1.3123061702458014
2000-01-01,1.919244110584259,Mallorquin,132.43076923076924,-130.51152512018498,1.205983676673579,1.562684959618982,1.5090215994971732,1.3045808790077356
2000-02-01,2.386292021721601,Mallorquin,140.95384615384617,-138.56755413212457,0.6770986348769796,1.288333808357677,1.6101155082103882,1.28595700111316
2000-03-01,7.061174690723419,Mallorquin,160.85384615384615,-153.79267146312273,0.40596573490886256,0.984930383474308,1.561675305387137,1.275481816344048
2000-04-01,24.907552614808083,Mallorquin,155.80769230769232,-130.90013969288424,-0.12161868591725877,0.11769847227189482,1.5527095593466123,1.2607665559061256
2000-05-01,74.13636046648026,Mallorquin,145.66153846153847,-71.52517799505821,-0.6956070542997943,-0.5257185257909952,0.5379993584874848,1.2462596184732493
